recommended_action,final_score,programmeName,normalized_domain,review_providers,photo_signal,measurement_signal,gap_tags,primarySector,subSectors,approvalRate,epc,awinIndex,feedEnabled,productReporting,primaryRegion,displayUrl,sample_product_urls,already_in_lead_or_sovrn,existing_data_dir_found,existing_scrape_doc_found,existing_claim_found,probe_status,notes,advertiserId,base_gap_score,source_export,conversionRate,launchDate,paymentStatus,paymentRiskLevel,commissionMin,commissionMax,cookieLength,parentSectors,averagePaymentTime,descriptionShort
do_not_prioritize_now,70.0,Aspiga US,aspiga.com,unknown,no,yes,general_womenswear,Clothing,Clothing|Womenswear,0.00,0.00,0,yes,no,US,http://www.aspiga.com/,,no,no,no,no,not_probed,,124544,55.0,AWIN_AllClothingAdvertisers.csv,,2026-03-01,amber,exposurelevel4,0,0,30,Retail & Shopping,null,"Aspiga is a responsible fashion brand who lead the way in sustainable and ethical fashion - putting people and our planet first. Aspiga partners with artisans and suppliers, to create contemporary and stylish clothing collections for women and men."
do_not_prioritize_now,70.0,Joanie Clothing (US),joanieclothing.com,unknown,no,yes,general_womenswear,Womenswear,Green (Eco friendly)|Womenswear,0.00,0.00,0,yes,no,US,https://joanieclothing.com/us/,,no,no,no,no,not_probed,,49561,55.0,AWIN_AllClothingAdvertisers.csv,,2023-06-29,amber,exposurelevel4,0,0,30,Retail & Shopping,null,Feel-good clothing with a nod to nostalgia. Making everyday dressing a little more fun! Unique vintage-inspired and sustainably-made fashion in sizes 4-22.
do_not_prioritize_now,70.0,Tomasso Black,tomassoblack.com,unknown,no,no,,Clothing,Clothing,100.00,1.94,61.3848,yes,yes,US,https://tomassoblack.com,,no,no,no,no,not_probed,,92237,0.0,AWIN_AllClothingAdvertisers.csv,9.52381,2025-07-30,green,none,0,0,90,Retail & Shopping,71,We are an affordable luxury men's suiting brand offering boutique quality suits at warehouse prices. We are offering a 10% affiliate rate and have an average sale amount of $257. We have high quality 100% Wool Super 150's suits and tuxedos at $2
do_not_prioritize_now,70.0,ECOM DEAL INC,luxenoir.com,unknown,no,no,,Clothing,Clothing,100.00,1.50,0,yes,yes,US,https://luxenoir.com,,no,no,no,no,not_probed,,90101,0.0,AWIN_AllClothingAdvertisers.csv,20,2025-07-29,green,none,0,0,30,Retail & Shopping,null,"JOIN THE LUXENOIR.COM AFFILIATE PROGRAMWelcome to Luxe Noir, world's largest corset store.Formerly known as Corsetdeal, we’ve been crafting authentic corsets since 2005. Now reborn as LUXE NOIR, we b"
do_not_prioritize_now,70.0,JNBY,jnbyplus.com,unknown,no,no,,Clothing,Clothing,100.00,8.67,0,yes,yes,US,https://jnbyplus.com/,,no,no,no,no,not_probed,,95531,0.0,AWIN_AllClothingAdvertisers.csv,33.3333,2025-08-12,amber,exposurelevel5,0,0,30,Retail & Shopping,null,
do_not_prioritize_now,70.0,Sophie Rue,sophierue.com,unknown,no,no,,Clothing,Clothing,100.00,1.30,58.1744,yes,yes,US,https://sophierue.com,,no,no,no,no,not_probed,,44075,0.0,AWIN_AllClothingAdvertisers.csv,7.04493,2025-08-18,green,none,0,0,30,Retail & Shopping,72,"Rue Sophie is a collection of elemental garments that reflect and complement the art of living. Through collections of elegantly understated & architectural essentials, we craft garments made to seamlessly transition with the wearer — emphasiz"
do_not_prioritize_now,70.0,Wholesale Scarves USA,wholesalescarvesusa.com,unknown,no,no,,Clothing,Clothing,100.00,6.35,61.6347,yes,yes,US,https://www.wholesalescarvesusa.com,,no,no,no,no,not_probed,,73960,0.0,AWIN_AllClothingAdvertisers.csv,55,2025-07-30,green,none,0,0,30,Retail & Shopping,68,"Wholesale Scarves USA / Fashion Anything® is America's leading destination for premium scarves wholesale, supplying thousands of top quality scarves, shawls, pashminas and wraps at unbelievably low wholesale prices. Enjoy a great selection, grea"
do_not_prioritize_now,70.0,THEO The Label,theothelabel.com,unknown,no,no,,Clothing,Clothing,100.00,7.11,62.3777,yes,yes,US,https://WWW.THEOTHELABEL.COM,,no,no,no,no,not_probed,,72867,0.0,AWIN_AllClothingAdvertisers.csv,50,2025-07-23,green,none,0,0,60,Retail & Shopping,76,"THEO, in ancient Greek, is a gift from above. For the woman long in search of atelier-inspired designs at contemporary price points, THEO is that offering. A ready-to-wear collection of clothing, shoes, and accessories, THEO’s pieces embody a wo"
do_not_prioritize_now,70.0,iHood US,ihoodwarm.com,unknown,no,no,,Clothing,Clothing,100.00,1.78,0,yes,yes,US,https://www.ihoodwarm.com/products/mens-ihood-heated-down-cotton-black-vest,,no,no,no,no,not_probed,,95649,0.0,AWIN_AllClothingAdvertisers.csv,8.47239,2025-08-12,amber,exposurelevel5,0,0,30,Retail & Shopping,null,shareasale-home
do_not_prioritize_now,70.0,Love and Fit,loveandfit.com,unknown,no,no,,Clothing,Clothing,100.00,1.54,61.8207,yes,yes,US,https://www.loveandfit.com,,no,no,no,no,not_probed,,90811,0.0,AWIN_AllClothingAdvertisers.csv,16.9554,2025-07-29,green,none,0,0,15,Retail & Shopping,72,
do_not_prioritize_now,70.0,Centerline Athletics,centerlineathletics.com,unknown,no,no,,Clothing,Clothing,100.00,1.35,55.1355,yes,yes,US,https://centerlineathletics.com,,no,no,no,no,not_probed,,101443,0.0,AWIN_AllClothingAdvertisers.csv,12.8883,2025-07-24,green,none,0,0,30,Retail & Shopping,82,"Centerline Athletics offers high performance fitness apparel for athletes of all levels. Designed for athletes by athletes, all Centerline collections feature patented Griptek technology that wicks away sweat, ventilation, and SPF protection."
do_not_prioritize_now,70.0,We-Ar4,we-ar4.com,unknown,no,no,,Clothing,Clothing,100.00,1.78,54.1051,yes,yes,US,https://www.we-ar4.com,,no,no,no,no,not_probed,,95759,0.0,AWIN_AllClothingAdvertisers.csv,2.92744,2025-08-05,green,none,0,0,30,Retail & Shopping,71,"WE-AR4 is a New York-based conscious fashion brand dedicated to redefining luxury. Founded in 2021, we craft our timeless designs from luxury deadstock commissioned by other fashion houses and left unused. A better choice for modern wardrobe essentials."
do_not_prioritize_now,70.0,"Peacebird Fashion International Co.,Limited",shop.peacebird.com,unknown,no,no,,Clothing,Clothing,100.00,1.44,0,yes,yes,US,https://shop.peacebird.com,,no,no,no,no,not_probed,,107273,0.0,AWIN_AllClothingAdvertisers.csv,4.17694,2025-07-30,amber,exposurelevel5,0,0,30,Retail & Shopping,null,Why PEACEBIRD:Inclusive Design Fast shipment within 6-10 working days. Commission Rate: Up to 40% + Extra bonus. Cookie Duration: 30 days. High AOV products ($140+).
do_not_prioritize_now,70.0,Guest In Residence,guestinresidence.com,unknown,no,no,,Clothing,Clothing,100.00,1.93,55.0177,yes,yes,US,https://guestinresidence.com,,no,no,no,no,not_probed,,51585,0.0,AWIN_AllClothingAdvertisers.csv,3.15808,2025-06-18,green,none,0,0,15,Retail & Shopping,62,
do_not_prioritize_now,70.0,Wonder Hoodie Inc,wonderhoodie.com,unknown,no,no,,Clothing,Clothing,100.00,7.06,61.7058,yes,yes,US,https://www.wonderhoodie.com,,no,no,no,no,not_probed,,41612,0.0,AWIN_AllClothingAdvertisers.csv,16.7582,2025-07-24,green,none,0,0,90,Retail & Shopping,69,"Hi ShareASale members, At Wonder Hoodie, we create award-winning bulletproof clothing proudly made in the USA, including the world’s first Bulletproof Hoodie—the only product on the market that seamlessly protects both the torso and head. For"
do_not_prioritize_now,70.0,David Peck (DPP Productions LLC),shopdavidpeck.com,unknown,no,no,,Clothing,Clothing,100.00,14.75,63.1417,yes,yes,US,https://www.shopdavidpeck.com,,no,no,no,no,not_probed,,92389,0.0,AWIN_AllClothingAdvertisers.csv,50,2025-08-05,green,none,0,0,30,Retail & Shopping,null,"I’m David. My official title here is “Head of Everything,” which sums it up pretty much. My days range from finding myself on the studio floor, pinning a hem, to throwing on a tux and heading out to a black-tie gala or wedding for a client. I am"
do_not_prioritize_now,70.0,KILIKALA LIMITED,supesu.com,unknown,no,no,,Clothing,Clothing,100.00,8.07,0,yes,yes,US,https://www.supesu.com,,no,no,no,no,not_probed,,97363,0.0,AWIN_AllClothingAdvertisers.csv,8.98693,2025-07-17,amber,exposurelevel5,0,0,30,Retail & Shopping,null,"As Seen in VOGUE. At SUPESU (pronounced su-pesu), we’re bringing together an Asia-influenced minimalistic design sense with the finest fabrics (some we crafted ourselves!) to keep you feeling good all day long. We’re a lot like our c"
do_not_prioritize_now,70.0,Joostricot,joostricot.com,unknown,no,no,,Clothing,Clothing,100.00,1.60,0,yes,yes,US,https://joostricot.com,,no,no,no,no,not_probed,,94221,0.0,AWIN_AllClothingAdvertisers.csv,2.63158,2025-08-12,amber,exposurelevel5,0,0,90,Retail & Shopping,null,"JoosTricot is a knitwear brand launched by writer, stylist and OG influencer Natalie Joos in the Fall of 2017. Joos conceived the line to satisfy a personal need for a simple, feminine, fitted sweater in different colors, stripes and motifs. Jo"
do_not_prioritize_now,70.0,Boutique,prismboutique.com,unknown,no,no,,Clothing,Clothing,100.00,1.64,60.8366,yes,yes,US,https://www.prismboutique.com,,no,no,no,no,not_probed,,34997,0.0,AWIN_AllClothingAdvertisers.csv,9.67207,2025-07-24,green,none,0,0,15,Retail & Shopping,72,"We’re Prism Boutique - a Long Beach-based boutique filled with hand-picked clothing, accessories, and home goods made by local artists and independent brands from around the world. Seeking out undiscovered makers, working with designers we love,"
do_not_prioritize_now,69.9,NewYorkDress.com,newyorkdress.com,unknown,no,yes,dresses_formal,Clothing,Clothing,24.47,1.00,34.6194,no,yes,US,https://newyorkdress.com,,no,no,no,no,not_probed,,58431,35.0,AWIN_AllClothingAdvertisers.csv,2.84241,2025-07-15,green,none,0,0,30,Retail & Shopping,53,Welcome to the New York Dress Partner Program! The New York Dress team is passionate about our partnerships. Our approach to affiliate marketing is very simple – we seek to create value for you and your members!
do_not_prioritize_now,69.6,SNIDEL,snidel.us,unknown,no,no,,Clothing,Clothing,100.00,1.23,57.0351,yes,yes,US,https://snidel.us,,no,no,no,no,not_probed,,81717,0.0,AWIN_AllClothingAdvertisers.csv,5.91206,2025-07-15,green,none,0,0,30,Retail & Shopping,74,"SNIDEL is a Japanese fashion brand that was established in 2005, and currently has stores in Japan, China, Hong Kong, Taiwan, Singapore, Thailand and opened its first ever store out of Asia in New York City in the end of 2018. Our conce"
do_not_prioritize_now,69.0,Tribe Kelley,tribekelley.com,unknown,no,yes,dresses_formal,Clothing,Clothing,100.00,0.20,51.9269,no,yes,US,https://www.tribekelley.com,,no,no,no,no,not_probed,,81877,35.0,AWIN_AllClothingAdvertisers.csv,0.906578,2025-07-17,green,none,0,0,30,Retail & Shopping,67,"Tribe Kelley is a USA made clothing brand founded and operated by wife-husband duo, Brittney and Brian Kelley. Our mission is to dress our Tribe in the most ethical and sustainable way we know how, while continuing to learn and better our produc"
do_not_prioritize_now,68.9,Hikerkind (US),hikerkind.com,unknown,no,yes,general_womenswear,Womenswear,Clothing|Clothing Accessories|Shoes|Womenswear,56.45,0.13,45.8242,no,no,US,https://hikerkind.com/?utm_medium=referral,,no,no,no,no,not_probed,,115517,55.0,AWIN_AllClothingAdvertisers.csv,1.07444,2025-06-11,amber,exposurelevel4,0,0,30,Retail & Shopping,93,"Since 2021, Hikerkind has grown from a clothing brand to a community-driven movement, uniting women hikers. We craft premium, functional hiking apparel that blends trail performance with everyday style, empowering women to explore the outdoors together."
do_not_prioritize_now,68.9,Spirit Jersey,spiritjersey.com,unknown,no,no,,Clothing,Clothing,98.50,1.21,73.1104,yes,yes,US,https://www.spiritjersey.com,,no,no,no,no,not_probed,,89297,0.0,AWIN_AllClothingAdvertisers.csv,12.4473,2025-08-04,green,none,0,0,30,Retail & Shopping,53,Spirit Jerse
do_not_prioritize_now,68.8,The Dark Knot Limited,thedarkknot.com,unknown,no,yes,dresses_formal,Clothing,Clothing,100.00,0.19,52.1017,no,yes,US,https://www.thedarkknot.com,,no,no,no,no,not_probed,,89019,35.0,AWIN_AllClothingAdvertisers.csv,1.08246,2025-07-24,green,none,0,0,30,Retail & Shopping,72,"The Dark Knot (http://www.thedarkknot.com) offers contemporary hand made woven and printed silk neckties of the highest quality. We were founded with the simple but often elusive goal of helping men dress stylistically, with luxurious product th"
do_not_prioritize_now,68.8,Sandy Liang,sandyliang.info,unknown,no,yes,general_womenswear,Clothing,Clothing,100.00,0.19,52.1427,yes,yes,US,https://www.sandyliang.info,,no,no,no,no,not_probed,,47101,20.0,AWIN_AllClothingAdvertisers.csv,0.457471,2025-08-12,green,none,0,0,30,Retail & Shopping,71,"New York City-based label Sandy Liang crafts avant-garde womenswear steeped in cultural nostalgia. A Parsons graduate, the namesake designer, Sandy Liang, views clothing as deeply personal—using design as a zeitgeist-capturing record of her past"
do_not_prioritize_now,68.8,menseventwear,menseventwear.com,unknown,no,no,,Clothing,Clothing,100.00,1.19,61.7859,yes,yes,US,https://www.menseventwear.com,,no,no,no,no,not_probed,,56383,0.0,AWIN_AllClothingAdvertisers.csv,14.1746,2025-07-29,green,none,0,0,30,Retail & Shopping,72,"Menseventwear was born in 2010, and we have been committed to the suit making business for ten years. Gradually, we have our own factory and now our suits are sold all over the world and are well received by the public. Why we joined Sharesal"
do_not_prioritize_now,68.8,Le Superbe California,shoplesuperbe.com,unknown,no,no,,Clothing,Clothing,93.75,9.20,83.107,yes,yes,US,https://www.shoplesuperbe.com,,no,no,no,no,not_probed,,69832,0.0,AWIN_AllClothingAdvertisers.csv,17.9722,2025-07-23,green,none,0,0,30,Retail & Shopping,37,"LE SUPERBE is a Los Angeles fashion brand that stays true to its California roots, while unleashing your personal flair. It's Ready-to-Wear sprinkled with subliminal seeds of the surf culture along the sandy beaches of Southern California. The m"
do_not_prioritize_now,68.4,Bromelia Swimwear,bromeliaswimwear.com,unknown,no,yes,general_womenswear,Clothing,Clothing,100.00,0.17,54.0664,yes,yes,US,https://bromeliaswimwear.com,https://bromeliaswimwear.com/products/vivianne-high-waisted-reversible-bikini-bottoms-sangria | https://bromeliaswimwear.com/products/maragogi-bikini-bottoms-papaya | https://bromeliaswimwear.com/products/vivianne-tie-front-reversible-bikini-top-sangria,no,no,no,no,home_ok,,81163,20.0,AWIN_AllClothingAdvertisers.csv,0.382756,2025-07-23,green,none,0,0,30,Retail & Shopping,41,"Hi! Lovely to meet you. Bromelia Swimwear is an independent Ethically Made Swimwear label authentically made by underrepresented communities: female, black, latina and lgbtq. Each piece has UPF 50 Protection fabric and uses high-end techniques t"
do_not_prioritize_now,68.4,Chicmi,chicmi.com,unknown,no,no,,Clothing,Clothing,100.00,1.17,61.7838,yes,yes,US,https://www.chicmi.com,,no,no,no,no,not_probed,,92569,0.0,AWIN_AllClothingAdvertisers.csv,23.8658,2025-07-29,green,none,0,0,90,Retail & Shopping,68,"Chicmi is the world's biggest site for fashion sample sales! We help fashion brands clear excess stock, one-offs and production samples - offering up to 90% off for luxury, designer, high street and independent fashion in super popular 3-"
do_not_prioritize_now,68.2,THE GREAT.,thisisthegreat.com,unknown,no,yes,general_womenswear,Clothing,Clothing,100.00,0.16,55.6216,yes,yes,US,https://www.thisisthegreat.com,,no,no,no,no,not_probed,,86805,20.0,AWIN_AllClothingAdvertisers.csv,0.605489,2025-07-15,green,none,0,0,1,Retail & Shopping,67,"THE GREAT. is a women’s collection by Emily Current and Meritt Elliott. Known for their distinct worldview- a playful, often nostalgic take on American classics."
do_not_prioritize_now,68.1,Burton Snowboards US,burton.com,unknown,no,yes,bottoms_denim_active,Sportswear,Childrenswear|Clothing|Clothing Accessories|Gadgets|Green (Eco friendly)|Group Buying|Health & Beauty|Menswear|Music & DVD|Shoes|Sports Equipment|Sportswear|Womenswear|Airlines|Hotels & Accommodation|Local Holidays|Tourism & Attractions|Travel Agencies|Baby & Toddler,99.40,1.16,62.1321,yes,no,US,https://www.burton.com/us/en/home,,no,no,no,no,not_probed,,19106,10.0,AWIN_AllClothingAdvertisers.csv,7.95389,2020-07-20,amber,exposurelevel2,6,6,30,Retail & Shopping|Travel,90,"Burton Snowboards is a manufacturer of snowboards, founded by Jake Burton Carpenter in 1977, the company specializes in a product line of snowboards, bindings, boots, outerwear, apparel, helmets, goggles and accessories."
do_not_prioritize_now,68.1,CoolHockey,coolhockey.com,unknown,no,no,,Clothing,Clothing,99.46,1.16,0,yes,yes,US,https://www.coolhockey.com,,no,no,no,no,not_probed,,89769,0.0,AWIN_AllClothingAdvertisers.csv,9.09091,2025-06-25,green,none,0,0,15,Retail & Shopping,85,"We customize NHL hockey jerseys, with the fastest turnaround time in the industry, and amazing attention to quality and detail, and superior customer service. We stock officially licensed NHL products from Adidas, Fanatics, Reebok, and CCM, and"
